Temps;Mouvement X;Temps;Mouvement Y
0;0.0182470227354735;0;-0.0442416997473835
0.0333333;0.056369552711059;0.0333333;0.0435513447432761
0.0666666;0.132401157184186;0.0666666;0.185089199614272
0.0999999;0.201356512250769;0.0999999;0.267793373673247
0.1333332;0.269738169710423;0.1333332;0.338172232872566
0.1666665;0.338038340336135;0.1666665;0.398043592436975
0.1999998;0.406910975481427;0.1999998;0.447082500263075
0.2333331;0.475065651260502;0.2333331;0.485819327731092
0.2666664;0.542668724948542;0.2666664;0.514096522586935
0.2999997;0.610853432282004;0.2999997;0.530503110335043
0.333333;0.678376405709343;0.333333;0.538373161764706
0.3666663;0.745031072538305;0.3666663;0.53494321225758
0.3999996;0.811963434022258;0.3999996;0.521396396396396
0.4333329;0.879579233828763;0.4333329;0.497082373874817
0.4666662;0.94602600398448;0.4666662;0.462960050330292
0.4999995;1.01327900041135;0.4999995;0.417356540518306
0.5333328;1.07981560499848;0.5333328;0.362110129025704
0.5666661;1.14478408420224;0.5666661;0.295150501672241
0.5999994;1.21102215557275;0.5999994;0.218483939628483
0.6333327;1.27599536599206;0.6333327;0.130272366181199
0.666666;1.33876544348147;0.666666;0.0332150101419875
0.6999993;1.39915470125058;0.6999993;-0.0735873089393231
0.7333326;1.45767213862289;0.7333326;-0.190047879616962
0.7666659;1.51303796278895;0.7666659;-0.31315777109566
0.7999992;1.56587837837838;0.7999992;-0.44279113672496
0.8333325;1.61371036617914;0.8333325;-0.577265933596669
0.8666658;1.65486947791164;0.8666658;-0.715080911882826
0.8999991;1.69090909090909;0.8999991;-0.855982620320856
