Temps;Mouvement X;Temps;Mouvement Y
0;0.096124040562151;0;2.35029757566675
0.057052892976589;0.489383690852209;0.057052892976589;2.78787938276492
0.114105785953177;0.882643341142266;0.114105785953177;3.19573721529576
0.171158678929766;1.27590299143232;0.171158678929766;3.57387107325927
0.228211571906355;1.66916264172238;0.228211571906355;3.92228095665546
0.285264464882943;2.06242229201244;0.285264464882943;4.24096686548432
0.342317357859532;2.4556819423025;0.342317357859532;4.52992879974586
0.39937025083612;2.84894159259255;0.39937025083612;4.78916675944007
0.456423143812709;3.24220124288261;0.456423143812709;5.01868074456695
0.513476036789298;3.63546089317267;0.513476036789298;5.2184707551265
0.570528929765886;4.02872054346273;0.570528929765886;5.38853679111873
0.627581822742475;4.42198019375278;0.627581822742475;5.52887885254363
0.684634715719064;4.81523984404284;0.684634715719064;5.63949693940121
0.741687608695652;5.2084994943329;0.741687608695652;5.72039105169146
0.798740501672241;5.60175914462296;0.798740501672241;5.77156118941438
0.85579339464883;5.99501879491301;0.85579339464883;5.79300735256998
0.912846287625418;6.38827844520307;0.912846287625418;5.78472954115825
0.969899180602007;6.78153809549313;0.969899180602007;5.74672775517919
1.0269520735786;7.17479774578318;1.0269520735786;5.67900199463281
1.08400496655518;7.56805739607324;1.08400496655518;5.5815522595191
1.14105785953177;7.9613170463633;1.14105785953177;5.45437854983807
1.19811075250836;8.35457669665336;1.19811075250836;5.2974808655897
1.25516364548495;8.74783634694342;1.25516364548495;5.11085920677402
1.31221653846154;9.14109599723347;1.31221653846154;4.894513573391
1.36926943143813;9.53435564752353;1.36926943143813;4.64844396544066
1.42632232441472;9.92761529781359;1.42632232441472;4.37265038292299
1.4833752173913;10.3208749481036;1.4833752173913;4.067132825838
1.54042811036789;10.7141345983937;1.54042811036789;3.73189129418567
1.59748100334448;11.1073942486838;1.59748100334448;3.36692578796603
1.65453389632107;11.5006538989738;1.65453389632107;2.97223630717905
1.7058815;11.8545875842349;1.7058815;2.59160177621571
